codice,"sito associazione",telefono
625,http://www.coopilpellicano.org,"051 344180"
626,http://teatrodellargine.org/,02522171202
627,http://www.ilmosaicocooperativa.com/,01935701209
628,http://www.consorziosic.it/,04226100370
629,http://www.coopabantu.it/,"051 840166"
630,http://www.ramazzini.org/,051.302252
631,http://www.ramazzini.org/,051.390417
632,http://www.ramazzini.org/,051.6640460
633,http://www.ramazzini.org/,051.6640223
634,http://www.ramazzini.org/,051-302252
635,http://www.ramazzini.org/,051-390417
636,http://www.ramazzini.org/,"051. 6640143"
637,http://www.ramazzini.org/,"051 302252"
638,http://www.ramazzini.org/,"051 390417"
639,http://www.altercoop.it/,"335 495605"
640,http://www.altercoop.it/,"335 5445558"
641,http://www.altercoop.it/,"328 8174307"
642,http://www.altercoop.it/,"051 532272"
643,http://www.altercoop.it/,"335 7551621"
644,http://www.altercoop.it/,"392 9806556"
645,http://www.altercoop.it/,"333 5853794"
646,http://www.altercoop.it/,"345 3013522"
647,http://www.altercoop.it/,"331 8545681"
648,http://www.altercoop.it/,"335 354991"
649,http://www.altercoop.it/,"335 5254330"
650,http://www.altercoop.it/,"348 4936260"
651,http://www.altercoop.it/,"347 3389711"
652,http://www.altercoop.it/,"335 6688343"
653,http://www.altercoop.it/,"335 415547"
654,http://www.altercoop.it/,"335 6200909"
655,http://www.altercoop.it/,"051 538750"
656,http://www.altercoop.it/,02469810374
659,http://www.scoiattolo.org/,"328 - 1006998"
661,http://www.scoiattolo.org/,"051 6770109"
662,http://www.scoiattolo.org/,"051 0314877"
663,http://www.scoiattolo.org/,"051 841277"
664,http://www.scoiattolo.org/,"051 0876134"
665,http://www.seacoop.coop,0542.643543
666,http://www.seacoop.coop,0542.644059
667,http://www.seacoop.coop,0542.644015
668,http://www.in-formazione.org/,03102551201
669,http://www.in-formazione.org/,051.1998867
670,http://www.in-formazione.org/,051.1998866
671,http://www.coopsollievo.it/,"051 4123145"
672,http://www.ancoraservizi.it/,"051 6370201"
673,http://www.ancoraservizi.it/,"051 6336168"
674,http://www.copaps.it/,3291726145
675,http://www.insiemeper.bo.it/,338.5872345
676,http://www.societaaperta.info/,"051 6441211"
677,http://www.societaaperta.info/,"051 6441212"
678,http://www.societaaperta.info/,"051 6661354"
679,http://www.societaaperta.info/,"051 817737"
680,http://www.inventatempo.it/,051822924
681,http://www.croceverdeer.com,"051 5879118"
682,http://www.croceverdeer.com,02138111204
683,http://www.arcoiriscoop.it/,02508331200
684,http://www.arcoiriscoop.it/,051-903429
685,http://www.arcoiriscoop.it/,051-903439
686,http://www.csapsa.it/1/,051230449
687,http://www.csapsa.it/1/,051231440
688,http://www.ass-coop.it,"051 231995"
689,http://www.ass-coop.it,"051 226838"
690,http://www.ass-coop.it,03557730375
691,http://www.solcoinsieme.coop/,02762781207
692,http://www.coopaxia.it/index.php,04211390374
693,http://www.daicrocicchi.coop/,02124041209
694,http://www.daicrocicchi.coop/,"051 6414627"
695,http://www.daicrocicchi.coop/,3409632246
696,http://www.teatrodelletemperie.com/site/,02678121209
697,http://www.ecotronic.it,051-6053674
698,http://www.ecotronic.it,051-6064838
699,http://www.ecotronic.it,02406491205
700,http://www.coopcroceazzurra.it/,"051 4187542"
701,http://www.coopcroceazzurra.it/,"051 4189182"
703,http://www.educarecrescere.it,03050331200
704,http://www.beataverginedellegrazie.it/,04036430371
705,http://www.teatrodelpratello.it,"051 0455830"
706,http://www.teatrodelpratello.it,"333 1739550"
707,http://www.cadiai.it/,"051 7419001"
708,http://www.cadiai.it/,"051 7457288"
709,http://www.iquattrocastelli.it,"0542 674357"
710,http://www.iquattrocastelli.it,"0542 675675"
711,http://www.iquattrocastelli.it,02358961205
712,http://www.cooperativasammartini.it/,03904280371
713,http://www.cooperativasammartini.it/,"051 987474"
714,http://www.faremondi.it/,02375741200
715,http://www.faremondi.it/,"051 6389164"
716,http://www.faremondi.it/,"051 4171750"
719,http://www.it2.it,0516257959
720,http://www.it2.it,051365616
721,http://www.fattoriabilita.it,03047390368
722,http://www.cafedelapaixbologna.it/,051-2750233
723,http://www.testoniragazzi.it,02118040373
724,http://www.italianaassistenza.it/,02428071209
725,http://www.italianaassistenza.it/,051347090
726,http://www.casabase.info/,0514171777
727,http://www.casabase.info/,051.4171777
728,http://www.casabase.info/,0542.066574
729,http://www.casabase.info/,0544.1935930
730,http://www.venenta.com,"051 663 7200"
731,http://www.lacittaverde.coop/,"(051) 975450"
732,http://www.lacittaverde.coop/,"(0532) 757544"
733,http://www.lacittaverde.coop/,"(051) 6827102"
734,http://www.lacittaverde.coop/,051.6827102
735,http://www.lacittaverde.coop/,04049110374
736,http://www.lacittaverde.coop/,"(051) 682-7102"
737,http://www.virtualcoop.net,"051 533106"
738,http://www.virtualcoop.net,"051 530761"
739,http://www.virtualcoop.net,04284720374
740,http://www.volabo.it/,"051 340328"
741,http://www.volabo.it/,"051 341169"
742,http://www.libertasassistenza.it/,"051 750362"
743,http://www.libertasassistenza.it/,"051 758602"
744,http://www.libertasassistenza.it/,"051 818106"
745,http://www.libertasassistenza.it/,04144000371
746,http://www.zerocento.coop/,0546.600111
747,http://www.zerocento.coop/,0546.600119
748,http://www.zerocento.coop/,0544.462735
749,http://www.zerocento.coop/,0544.509331
750,http://www.zerocento.coop/,0545.287750
751,http://www.zerocento.coop/,0545.902093
752,http://www.zerocento.coop/,01012750392
753,https://www.societadolce.it/,"051 6441211"
754,https://www.societadolce.it/,"051 6441212"
755,https://www.societadolce.it/,03772490375
756,http://www.opengroup.eu/,051242557
757,http://www.opengroup.eu/,051242955
758,http://www.opengroup.eu/,051841206
759,http://www.opengroup.eu/,0516750400
760,http://www.opengroup.eu/,02410141200
763,http://www.laltrocaffe.it,"340 4218500"
764,http://www.laltrocaffe.it,"0542 27494"
765,http://www.perluca.it/,388-8250540
766,http://www.perluca.it/,051-6494865
767,http://www.cooplastrada.it/siamo.html,"051 372223"
768,http://sayes.volabo.it,"051 340328"
769,http://www.volabo.it,"051 340328"
770,http://www.volabo.it,"051 341169"
771,http://www.pacb.it,01103290373
772,http://www.tutelanimalibologna.it,051580375
773,http://www.gvc-italia.org,051585604
774,http://www.gvc-italia.org,051582225
775,http://www.ailbologna.it,051397483
789,http://www.arcibologna.it,051.521939
790,http://www.arcibologna.it,051.521905
791,http://www.arcibologna.it,051.825127
792,http://www.arcibologna.it,"051 6347197"
793,http://www.arcibologna.it,051.6491408
794,http://www.arcibologna.it,"051 521939"
795,http://www.arcibologna.it,"051 521905"
796,http://www.arcibologna.it,01903161204
797,http://aprimondo.centropoggeschi.org/,3396574312
798,http://aprimondo.centropoggeschi.org/,"320 7514063"
800,http://protezionecivile.regione.emilia-romagna.it,"051 558 545"
801,http://protezionecivile.regione.emilia-romagna.it,800.625.903
802,http://www.savethechildren.it,0267078446
803,http://www.savethechildren.it,064807001
804,http://www.savethechildren.it,07354071008
805,http://www.piazzagrande.it/,"051 342328"
806,http://www.piazzagrande.it/,051342328
807,http://www.piazzagrande.it/,0513370669
808,http://www.stellanostra.com/,3206180082
809,http://www.stellanostra.com/,3274622289
810,http://www.stellanostra.com/,3272034776
811,http://www.stellanostra.com/,3274622350
812,http://www.stellanostra.com/,3473577250
813,http://www.stellanostra.com/,"0039 0510451"
814,http://www.bolognawelcome.com,"051 239660"
815,http://www.bolognawelcome.com,"051 6472113"
816,http://www.bolognawelcome.com,"051 6472253"
817,http://www.bolognawelcome.com,"051 6583111"
818,http://www.bolognawelcome.com,"051 6472201"
819,http://www.bolognawelcome.com,"051 6583118"
820,http://www.bolognawelcome.com,"051 6472358"
821,http://www.bolognawelcome.com,"051 231454"
822,http://www.bolognawelcome.com,"051 219 3776"
823,http://www.polisportivapaolopoggi.it,051.465054
824,http://www.polisportivapaolopoggi.it,051.453384
825,http://www.uvapassa.org,"324 8480385"
826,http://www.uvapassa.org,"051 343754"
827,http://www.uvapassa.org,"051 399002"
828,http://www.aiasport.it/,335-6583608
829,http://www.venenta.com/,"051 663 7200"
830,http://www.prontoimprese.it,02576800219
831,http://www.volontariminerva.it,0516612250
832,http://www.volontariminerva.it,3801415737
833,http://www.al3teste.com/,339.2801026
834,http://www.ilgiornaledellaprotezionecivile.it,02848751208
835,http://www.antoniano.it,"	0513940211"
836,http://www.antoniano.it,"	0513940206"
837,http://www.antoniano.it,"	0513940216"
838,http://www.antoniano.it,"	051341844"
839,http://www.antoniano.it,"	0513940238"
840,http://www.antoniano.it,"	0513940212"
841,http://www.antoniano.it,"	0513940237"
842,http://www.antoniano.it,"	0513940220"
843,http://www.antoniano.it,"	0513940205"
844,http://www.antoniano.it,"	0513940247"
845,http://www.antoniano.it,"	0513940202"
846,http://www.antoniano.it,"	0513940239"
847,http://www.centotrecento.it/,338.9393394
848,http://www.aosp.bo.it,02553300373
849,http://www.associazionemargherita.org/,0517165730
850,http://www.legambientebologna.org/,"335 745 6877"
851,http://www.legambientebologna.org/,"333 4073234"
852,http://www.associazioneverbamanent.it/,"366 2978934"
853,http://www.associazioneverbamanent.it/,"346 8776675"
854,http://www.associazioneverbamanent.it/,051.520045
855,http://www.associazioneverbamanent.it/,"051 346464"
856,http://www.centroantartide.it/,051-260921
857,http://www.centroantartide.it/,051-260922
858,http://www.centroantartide.it/,02551580372
859,http://www.paginebianche.it,03970540963
860,https://isfbologna.wordpress.com/,3926073683
861,http://www.dedalusbologna.it/,051-0286049
862,http://www.dedalusbologna.it/,331-1008242
863,http://www.provincia.fc.it,"0543 714111"
864,http://www.provincia.fc.it,"0543 714234"
865,http://www.provincia.fc.it,02710300407
866,http://www.dopodinoi.org/,"051 5873837"
867,http://www.dopodinoi.org/,"051 5873839"
868,http://www.dopodinoi.org/,"	02718421205"
869,http://www.regione.piemonte.it,800.333.444
870,http://www.regione.piemonte.it,02843860012
871,http://www.coorprociv.it,0541-718100
872,http://www.coorprociv.it,0541-753108
873,http://www.coorprociv.it,0541-753378
877,http://www.protezionecivile.gov.it,800840840
