codice,"sito associazione",telefono
664,http://www.scoiattolo.org/,"051 0876134",
665,http://www.seacoop.coop,0542.643543,
666,http://www.seacoop.coop,0542.644059,
667,http://www.seacoop.coop,0542.644015,
668,http://www.in-formazione.org/,03102551201,
669,http://www.in-formazione.org/,051.1998867,
670,http://www.in-formazione.org/,051.1998866,
671,http://www.coopsollievo.it/,"051 4123145",
672,http://www.ancoraservizi.it/,"051 6370201",
673,http://www.ancoraservizi.it/,"051 6336168",
674,http://www.copaps.it/,3291726145,
675,http://www.insiemeper.bo.it/,338.5872345,
676,http://www.societaaperta.info/,"051 6441211",
677,http://www.societaaperta.info/,"051 6441212",
678,http://www.societaaperta.info/,"051 6661354",
679,http://www.societaaperta.info/,"051 817737",
680,http://www.inventatempo.it/,051822924,
681,http://www.croceverdeer.com,"051 5879118",
682,http://www.croceverdeer.com,02138111204,
683,http://www.arcoiriscoop.it/,02508331200,
684,http://www.arcoiriscoop.it/,051-903429,
685,http://www.arcoiriscoop.it/,051-903439,
686,http://www.csapsa.it/1/,051230449,
687,http://www.csapsa.it/1/,051231440,
688,http://www.ass-coop.it,"051 231995",
689,http://www.ass-coop.it,"051 226838",
690,http://www.ass-coop.it,03557730375,
691,http://www.solcoinsieme.coop/,02762781207,
692,http://www.coopaxia.it/index.php,04211390374,
693,http://www.daicrocicchi.coop/,02124041209,
694,http://www.daicrocicchi.coop/,"051 6414627",
695,http://www.daicrocicchi.coop/,3409632246,
696,http://www.teatrodelletemperie.com/site/,02678121209,
697,http://www.ecotronic.it,051-6053674,
698,http://www.ecotronic.it,051-6064838,
699,http://www.ecotronic.it,02406491205,
700,http://www.coopcroceazzurra.it/,"051 4187542",
701,http://www.coopcroceazzurra.it/,"051 4189182",
703,http://www.educarecrescere.it,03050331200,
704,http://www.beataverginedellegrazie.it/,04036430371,
705,http://www.teatrodelpratello.it,"051 0455830",
706,http://www.teatrodelpratello.it,"333 1739550",
707,http://www.cadiai.it/,"051 7419001",
708,http://www.cadiai.it/,"051 7457288",
709,http://www.iquattrocastelli.it,"0542 674357",
710,http://www.iquattrocastelli.it,"0542 675675",
711,http://www.iquattrocastelli.it,02358961205,
712,http://www.cooperativasammartini.it/,03904280371,
713,http://www.cooperativasammartini.it/,"051 987474",
714,http://www.faremondi.it/,02375741200,
715,http://www.faremondi.it/,"051 6389164",
716,http://www.faremondi.it/,"051 4171750",
719,http://www.it2.it,0516257959,
720,http://www.it2.it,051365616,
721,http://www.fattoriabilita.it,03047390368,
722,http://www.cafedelapaixbologna.it/,051-2750233,
723,http://www.testoniragazzi.it,02118040373,
724,http://www.italianaassistenza.it/,02428071209,
725,http://www.italianaassistenza.it/,051347090,
726,http://www.casabase.info/,0514171777,
727,http://www.casabase.info/,051.4171777,
728,http://www.casabase.info/,0542.066574,
729,http://www.casabase.info/,0544.1935930,
730,http://www.venenta.com,"051 663 7200",
731,http://www.lacittaverde.coop/,"(051) 975450",
732,http://www.lacittaverde.coop/,"(0532) 757544",
733,http://www.lacittaverde.coop/,"(051) 6827102",
734,http://www.lacittaverde.coop/,051.6827102,
735,http://www.lacittaverde.coop/,04049110374,
736,http://www.lacittaverde.coop/,"(051) 682-7102",
737,http://www.virtualcoop.net,"051 533106",
738,http://www.virtualcoop.net,"051 530761",
739,http://www.virtualcoop.net,04284720374,
740,http://www.volabo.it/,"051 340328",
741,http://www.volabo.it/,"051 341169",
742,http://www.libertasassistenza.it/,"051 750362",
743,http://www.libertasassistenza.it/,"051 758602",
744,http://www.libertasassistenza.it/,"051 818106",
745,http://www.libertasassistenza.it/,04144000371,
746,http://www.zerocento.coop/,0546.600111,
747,http://www.zerocento.coop/,0546.600119,
748,http://www.zerocento.coop/,0544.462735,
749,http://www.zerocento.coop/,0544.509331,
750,http://www.zerocento.coop/,0545.287750,
751,http://www.zerocento.coop/,0545.902093,
752,http://www.zerocento.coop/,01012750392,
753,https://www.societadolce.it/,"051 6441211",
754,https://www.societadolce.it/,"051 6441212",
755,https://www.societadolce.it/,03772490375,
756,http://www.opengroup.eu/,051242557,
757,http://www.opengroup.eu/,051242955,
758,http://www.opengroup.eu/,051841206,
759,http://www.opengroup.eu/,0516750400,
760,http://www.opengroup.eu/,02410141200,
763,http://www.laltrocaffe.it,"340 4218500",
764,http://www.laltrocaffe.it,"0542 27494",
765,http://www.perluca.it/,388-8250540,
766,http://www.perluca.it/,051-6494865,
767,http://www.cooplastrada.it/siamo.html,"051 372223",
768,http://sayes.volabo.it,"051 340328",
769,http://www.volabo.it,"051 340328",
770,http://www.volabo.it,"051 341169",
771,http://www.pacb.it,01103290373,
772,http://www.tutelanimalibologna.it,051580375,
773,http://www.gvc-italia.org,051585604,
774,http://www.gvc-italia.org,051582225,
775,http://www.ailbologna.it,051397483,
789,http://www.arcibologna.it,051.521939,
790,http://www.arcibologna.it,051.521905,
791,http://www.arcibologna.it,051.825127,
792,http://www.arcibologna.it,"051 6347197",
793,http://www.arcibologna.it,051.6491408,
794,http://www.arcibologna.it,"051 521939",
795,http://www.arcibologna.it,"051 521905",
796,http://www.arcibologna.it,01903161204,
797,http://aprimondo.centropoggeschi.org/,3396574312,
798,http://aprimondo.centropoggeschi.org/,"320 7514063",
800,http://protezionecivile.regione.emilia-romagna.it,"051 558 545",
801,http://protezionecivile.regione.emilia-romagna.it,800.625.903,
802,http://www.savethechildren.it,0267078446,
803,http://www.savethechildren.it,064807001,
804,http://www.savethechildren.it,07354071008,
805,http://www.piazzagrande.it/,"051 342328",
806,http://www.piazzagrande.it/,051342328,
807,http://www.piazzagrande.it/,0513370669,
808,http://www.stellanostra.com/,3206180082,
809,http://www.stellanostra.com/,3274622289,
810,http://www.stellanostra.com/,3272034776,
811,http://www.stellanostra.com/,3274622350,
812,http://www.stellanostra.com/,3473577250,
813,http://www.stellanostra.com/,"0039 0510451",
814,http://www.bolognawelcome.com,"051 239660",
815,http://www.bolognawelcome.com,"051 6472113",
816,http://www.bolognawelcome.com,"051 6472253",
817,http://www.bolognawelcome.com,"051 6583111",
818,http://www.bolognawelcome.com,"051 6472201",
819,http://www.bolognawelcome.com,"051 6583118",
820,http://www.bolognawelcome.com,"051 6472358",
821,http://www.bolognawelcome.com,"051 231454",
822,http://www.bolognawelcome.com,"051 219 3776",
823,http://www.polisportivapaolopoggi.it,051.465054,
824,http://www.polisportivapaolopoggi.it,051.453384,
825,http://www.uvapassa.org,"324 8480385",
826,http://www.uvapassa.org,"051 343754",
827,http://www.uvapassa.org,"051 399002",
828,http://www.aiasport.it/,335-6583608,
829,http://www.venenta.com/,"051 663 7200",
831,http://www.volontariminerva.it,0516612250,
832,http://www.volontariminerva.it,3801415737,
833,http://www.al3teste.com/,339.2801026,
835,http://www.antoniano.it,"	0513940211",
836,http://www.antoniano.it,"	0513940206",
837,http://www.antoniano.it,"	0513940216",
838,http://www.antoniano.it,"	051341844",
839,http://www.antoniano.it,"	0513940238",
840,http://www.antoniano.it,"	0513940212",
841,http://www.antoniano.it,"	0513940237",
842,http://www.antoniano.it,"	0513940220",
843,http://www.antoniano.it,"	0513940205",
844,http://www.antoniano.it,"	0513940247",
845,http://www.antoniano.it,"	0513940202",
846,http://www.antoniano.it,"	0513940239",
847,http://www.centotrecento.it/,338.9393394,
848,http://www.aosp.bo.it,02553300373,
849,http://www.associazionemargherita.org/,0517165730,
850,http://www.legambientebologna.org/,"335 745 6877",
851,http://www.legambientebologna.org/,"333 4073234",
852,http://www.associazioneverbamanent.it/,"366 2978934",
853,http://www.associazioneverbamanent.it/,"346 8776675",
854,http://www.associazioneverbamanent.it/,051.520045,
855,http://www.associazioneverbamanent.it/,"051 346464",
856,http://www.centroantartide.it/,051-260921,
857,http://www.centroantartide.it/,051-260922,
858,http://www.centroantartide.it/,02551580372,
860,https://isfbologna.wordpress.com/,3926073683,
861,http://www.dedalusbologna.it/,051-0286049,
862,http://www.dedalusbologna.it/,331-1008242,
863,http://www.provincia.fc.it,"0543 714111",
864,http://www.provincia.fc.it,"0543 714234",
865,http://www.provincia.fc.it,02710300407,
866,http://www.dopodinoi.org/,"051 5873837",
867,http://www.dopodinoi.org/,"051 5873839",
868,http://www.dopodinoi.org/,"	02718421205",
869,http://www.regione.piemonte.it,800.333.444,
870,http://www.regione.piemonte.it,02843860012,
871,http://www.coorprociv.it,0541-718100,
872,http://www.coorprociv.it,0541-753108,
873,http://www.coorprociv.it,0541-753378,
877,http://www.protezionecivile.gov.it,800840840,
881,http://associazionealtadefinizione.it/,051237709,0
882,http://associazionealtadefinizione.it/,3703010584,1
883,http://equosolidale.it,01874590381,0
884,http://equosolidale.it,3452578758,1
885,http://neidanitalia.wordpress.com/,051.239578,0
886,http://neidanitalia.wordpress.com/,347.8701436,1
891,http://riunite.eu,051-6353605,0
892,http://riunite.eu,051-6353605,0
893,http://riunite.eu,03126691207,0
894,http://riunite.eu,03126691207,0
895,http://www.fondazionegualandi.it/,0516446656,0
896,http://www.fossolo.it/,051.493434,0
897,http://www.fossolo.it/,051.4596139,0
898,http://www.fossolo.it/,329.5476402,1
899,http://www.fossolo.it/,331.4920436,1
900,http://www.fossolo.it/,392.6141441,1
901,http://www.fossolo.it/,338.3400868,1
902,http://www.fossolo.it/,3383400868,1
903,http://sindromediangelman.org/,0422.411132,0
904,http://sindromediangelman.org/,0422.319571,0
905,http://www.gimbeducation.it,0515883920,0
906,http://www.gimbeducation.it,0513372195,0
907,http://sindromediangelman.org/,0422.411132,0
908,http://sindromediangelman.org/,0422.319571,0
909,http://vag61.noblogs.org/,3284182111,1
910,http://vag61.noblogs.org/,3337272514,1
911,http://vag61.noblogs.org/,3275782056,1
912,http://vag61.noblogs.org/,3284182111,1
913,http://vag61.noblogs.org/,3337272514,1
914,http://vag61.noblogs.org/,3275782056,1
915,http://web.tiscali.it/agostiniani/,051531171,0
916,http://www.gravita-zero.org,0553033711,0
917,http://www.gravita-zero.org,055308910,0
918,http://www.gravita-zero.org,3934064107,1
919,http://web.tiscali.it/agostiniani/,051531171,0
920,http://www.happytrailmtb.it,3471090006,1
921,http://www.acquadela.it/,051435610,0
922,http://www.acquadela.it/,0516141266,0
926,http://www.agd-bo.net/it/,051.956818,0
927,http://www.agd-bo.net/it/,329.2942245,1
928,http://www.agd-bo.net/it/,333.2213932,1
929,http://www.agd-bo.net/it/,340.7267581,1
930,http://www.agd-bo.net/it/,051.567314,0
931,http://www.ageop.org,051307305,0
932,http://www.ageop.org,00390513996,0
933,http://www.ageop.org,00390513096,0
934,http://www.ageop.org,0516494734,0
935,http://www.ageop.org,0514292418,0
936,http://www.aiccon.it,0543374676,0
937,http://www.aicsbologna.it/,051503498,0
938,http://www.aicsbologna.it/,02032301208,0
939,http://www.aiditalia.org,051199800,0
940,http://www.aiditalia.org,051242919,0
941,http://www.aiditalia.org,0516393194,0
942,http://www.aiditalia.org,04344650371,0
943,http://www.amaci.it,051308862,0
944,http://www.amaci.it,0516363657,0
945,http://www.amicidiluca.it,0131051-6494,0
946,http://www.amicidiluca.it,800998067,3
947,http://www.amicidiluca.it,051-6494570,0
948,http://www.amicidiluca.it,800-998067,3
949,http://www.amnestybologna.it/,3384475947,1
950,http://www.piccoligrandicuori.it/,0516414977,0
951,http://www.puntoequo.org,05648680964,0
952,http://www.puntoequo.org,340.2855826,1
953,http://www.ant.it,0517190111,0
954,http://www.ant.it,051377586,0
955,http://www.ant.it,0517190140,0
956,http://www.ant.it,01229650377,0
957,http://www.antr.it,3386363954,1
958,http://www.antr.it,0771510822,0
959,http://www.antr.it,3383657585,1
960,http://www.antr.it,3394264651,1
961,http://www.retinitepigmentosa.it/,051246705,0
962,http://www.retinitepigmentosa.it/,0516390645,0
963,http://www.retinitepigmentosa.it/,051330155,0
964,http://www.retinitepigmentosa.it/,0513399456,0
965,http://www.retinitepigmentosa.it/,0518551261,0
966,http://www.ascbologna.it/,338-9174706,1
967,http://www.sdseducational.org,3477093708,1
968,http://www.sdseducational.org,3398907981,1
969,http://www.sdseducational.org,02437831205,0
970,http://www.asitoi.it/,3460866660,1
971,http://www.sindromedipoland.org/,010.5222238,0
972,http://www.sindromedipoland.org/,010.8562263,0
973,http://www.sindromedipoland.org/,0105222238,0
974,http://www.sindromedipoland.org/,0108562263,0
975,http://www.asphi.it/,02411471200,0
976,http://www.associazionecucciolo.it/,04259040378,0
977,http://www.sportexperience.it/homew.asp,3355620843,1
978,http://www.associazioneiocisono.it/,051.473441,0
979,http://www.associazioneiocisono.it/,339.4986690,1
980,http://www.associazioneiocisono.it/,346.3151948,1
981,http://www.associazioneiocisono.it/,335.7965534,1
982,http://www.associazioneiocisono.it/,051473441,0
983,http://www.associazionecucciolo.it/,04259040378,0
984,http://www.atcomonline.it,3334723916,1
985,http://www.atcomonline.it,0516429301,0
986,http://www.ausl.bologna.it,051.6225111,0
987,http://www.ausl.bologna.it,02406911202,0
988,http://www.bnbo.it,051774797,0
989,http://www.bnbo.it,3387512138,1
990,http://www.bnbo.it,3451349792,1
991,http://www.bo.arci.it/,0641609275,0
992,http://www.bo.cnr.it/,0516398111,0
993,http://www.bolognautostoriche.it/home.asp,3209384295,1
994,http://www.bolognautostoriche.it/home.asp,0513513771,0
995,http://www.bolognautostoriche.it/home.asp,3209569653,1
996,http://www.cadibalia.it,3425612927,1
997,http://www.cadibalia.it,3496115570,1
998,http://www.cafedelapaixbologna.it,051-2750233,0
999,http://www.viveresenzastomaco.org,3393179830,1
1000,http://www.viveresenzastomaco.org,3661207414,1
1001,http://www.cassero.it/,0516495015,0
1002,http://www.cassero.it/,051555661,0
1003,http://www.cavazza.it/,051332090,0
1004,http://www.cavazza.it/,051332609,0
1005,http://www.centrocabral.com/,051581464,0
1006,http://www.centrocabral.com/,0516448034,0
1007,http://www.centrosandomenico.it,051581718,0
1008,http://www.centrostudidonati.org/csd.html,3347057941,1
1009,http://www.ceps.it/,051322041,0
1010,http://www.ceunmondo.it,051271020,0
1011,http://www.circolodozza.it,3405679198,1
1012,http://www.circolotennisbologna.com/,039)0513334,0
1013,http://www.circolotennisbologna.com/,039)0513394,0
1014,http://www.microimpresa.org,0510545599,0
1015,http://www.acliemiliaromagna.it,051254612,0
1016,http://www.migrazioni.eu/,0514171701,0
1017,http://www.migrazioni.eu/,0514171777,0
1018,http://www.acquadela.it,051435610,0
1019,http://www.acquadela.it,0516141266,0
1020,http://www.acquadela.it,051-435610,0
1021,http://www.schermaimola.it,0542640484,0
1024,http://www.filodarianna.net,0516701240,0
1025,http://www.musicaindozza.it,345.9697424,1
1026,http://www.aiasport.it,335-6583608,1
1027,http://www.selenecentrostudi.it,051.443494,0
1028,http://www.selenecentrostudi.it,051.443.307,0
1029,http://www.selenecentrostudi.it,051.443.494,0
1030,http://www.aicsbologna.it,051503498,0
1031,http://www.aicser.altervista.org,051400337,0
1032,http://www.nuovamente.org,0516493767,0
1033,http://www.nuovamente.org,0515883640,0
1034,http://www.nuovamente.org,3664211921,1
1035,http://www.nuovamente.org,051-5883640,0
1036,http://www.amicidigiana.org,0512194833,0
1037,http://www.anatroccolorosa.it,3494579812,1
1038,http://www.anedbo.it,051220488,0
1039,http://www.anedbo.it,3311097077,1
1040,http://www.opimm.it/,051389754,0
1041,http://www.opimm.it/,051315168,0
1042,http://www.opimm.it/,051.315168,0
1043,http://www.centroeuropauno.it,0516258352,0
1044,http://www.centroeuropauno.it,0516257007,0
1045,http://www.centroeuropauno.it,0516259268,0
1046,http://www.antalpallavicini.org,0516418880,0
1047,http://www.antalpallavicini.org,0516418884,0
1048,http://www.centrogpdore.it,051.239.702,0
1049,http://www.orsicinesi.org,333-4285644,1
1050,http://www.centrosocialezolino.it,0542626666,0
1051,http://www.panicarte.com,0519911785,0
1052,http://www.parrocchiadizolino.it,0542-628144,0
1053,http://www.passopasso.it/,3404602503,1
1054,http://www.passopasso.it/,3288064001,1
1055,http://www.circolodellamusica.it,3355359064,1
1056,http://www.circolodellamusica.it,051-742343,0
1057,http://www.circolodellamusica.it,051220323,0
1058,http://www.cittadinanzattiva-er.it,0511998560,0
1059,http://www.spaziolabo.it,3394534132,1
1060,http://www.spaziolabo.it,3205650718,1
1061,http://www.spaziolabo.it,051556107,0
1062,http://www.spaziolabo.it,051523062,0
1063,http://www.spaziolabo.it,051334991,0
1064,http://www.spaziolabo.it,051583610,0
1065,http://www.spaziolabo.it,051236023,0
1066,http://www.focusd.org,3334751641,1
1067,http://www.focusd.org,3339877173,1
1068,http://www.percorsovitale.it,3332056545,1
1069,http://www.forma-azioneinrete.it,3421065297,1
1070,http://www.studiosoundlab.com,0514127810,0
1071,http://www.studiosoundlab.com,3280979428,1
1072,http://www.studiosoundlab.com,3395695616,1
1073,http://www.studiosoundlab.com,3296139886,1
1074,http://www.pgsima.it,051365053,0
1075,http://www.pgsima.it,3208182623,1
1076,http://www.comunitasociale.it,051-6353605,0
1077,http://www.arteesalute.org,051224420,0
1078,http://www.arteesalute.org,0512919120,0
1079,http://www.arteportici.it,0514070270,0
1080,http://www.polisportivaondablu.it,3382710577,1
1081,http://www.succedesoloabologna.it,051226934,0
1082,http://www.succedesoloabologna.it,3345899554,1
1083,http://www.polisportivazola.it,051-759176,0
1084,http://www.copernico.bo.it,0514200411,0
1085,http://www.copernico.bo.it,0516332100,0
1086,http://www.asopen.it,0516360670,0
1087,http://www.presidentbologna.it,0516011176,0
1088,http://www.presidentbologna.it,051533050,0
1089,http://www.presidentbologna.it,051533659,0
1090,http://www.associazionecomunicattive.org,0516493772,0
1091,http://www.associazionecomunicattive.org,0514070575,0
1092,http://www.associazionecomunicattive.org,3923457410,1
1093,http://www.associazionediversamente.org,051.307.049,0
1094,http://www.associazionediversamente.org,348.3253366,1
1095,http://www.associazionediversamente.org,3497061984,1
1096,http://www.progressocalcio.it,051.711500,0
1097,http://www.progressocalcio.it,051.715334,0
1098,http://www.progressocalcio.it,348-3547928,1
1099,http://www.progressocalcio.it,051711500,0
1100,http://www.progressocalcio.it,051715334,0
1101,http://www.tramaditerre.org,3347311570,1
1102,http://www.tramaditerre.org,3935596688,1
1103,http://www.tramaditerre.org,054228912,0
1104,http://www.prolocobadi.it,3288146800,1
1105,http://www.associazionenovart.com,051.6234120,0
1106,http://www.associazionenovart.com,333.3928876,1
1107,http://www.associazionenovart.com,339.5267404,1
1108,http://WWW.PROLOCOBUDRIO.IT,051.802888,0
1109,http://www.astrofiliimolesi.it,3343156302,1
1110,http://www.danzaensemble.it,051.6750544,0
1111,http://www.uispbologna.it,0516013511,0
1112,http://www.uispbologna.it,0516013530,0
1114,http://www.grupponidiinfanzia.it,3318074786,1
1115,http://www.grupponidiinfanzia.it,051521268,0
1116,http://www.gsriale.it,051.752455,0
1117,http://www.prolocozzano.it,0514123316,0
1118,http://www.prolocozzano.it,3454590599,1
1119,http://www.psicologiadellenarrazioni.it,051522510,0
1120,http://www.psicologiadellenarrazioni.it,3395991149,1
1121,http://www.psicologiadellenarrazioni.it,3311998509,1
1122,http://www.psicologiadellenarrazioni.it,3398857473,1
1123,http://www.diapason.bo.it,051803661,0
1124,http://www.villadallolio.it,051.576632,0
1125,http://www.dryart.com,0721403886,0
1126,http://www.ideafamiglia.it,3922181886,1
1127,http://www.ideafamiglia.it,0515879741,0
1128,http://www.ideafamiglia.it,392.2181886,1
1129,http://www.educazionepermanente.it,3311022834,1
1130,http://www.worlddiving.it,3388455084,1
1131,http://www.burattodanza.com,3497675179,1
1132,http://www.xing.it,051.331099,0
1133,http://www.remidabologna.it,392.2019710,1
1134,http://www.eksetra.net,333.6723848,1
1135,http://www.you-net.eu,3808698725,1
1136,http://www.you-net.eu,0512193158,0
1137,http://www.ilsognodistefano.it/,0499740380,0
1138,http://www.ilsognodistefano.it/,3332494577,1
1139,http://www.ilsognodistefano.it/,3333976871,1
1140,http://www.ilsognodistefano.it/,3483852212,1
1141,http://www.ilsognodistefano.it/,3357006060,1
1142,http://www.ilsognodistefano.it/,3356294645,1
1143,http://www.ematbo.unibo.it,0516363680,0
1144,http://www.ematbo.unibo.it,0516364037,0
1145,http://www.eremodironzano.it,0800128493,0
1146,http://www.eremodironzano.it,051581443,0
1147,http://www.erfestival.org,0542.612972,0
1148,http://www.imolafolklore.com,3394572109,1
1149,http://www.imolafolklore.com,3345435716,1
1150,http://www.info-bo.it/,800-759311,3
1151,http://www.info-bo.it/,051-312597,0
1152,http://www.insalute.info,0542699419,0
1153,http://www.lafraternita.com,3484766885,1
1154,http://www.lafraternita.com,3461402802,1
1155,http://www.lafraternita.com,3461402881,1
1156,http://www.lafraternita.com,3463271143,1
1157,http://www.leganavale.bo.it,0516350843,0
1158,http://www.lequercedi.it,051.230762,0
1159,http://www.medicivitas.it,051852616,0
1160,http://www.medicivitas.it,051850018,0
1161,http://www.pontevecchiobologna.it/,0516231630,0
1162,http://www.pontevecchiobologna.it/,3777060323,
1163,http://www.preludio.org,0516153333,
1164,http://www.prolocozzano.it,0514123316,
1165,http://www.prolocozola.it,051755002,
1166,http://www.puntoequo.org,340-2855826,
1167,http://assisla.it/,348.26.16.144,
1168,http://assisla.it/,347.32.95.380,
1169,http://associazionealtadefinizione.it/,051237709,
1170,http://coralereno.altervista.org/,0516130350,
1171,http://ilventagliodiorav.eu/,05158.11.60,
1172,http://lechiavidicasa.org/,051600.43.87,
1173,http://neidanitalia.wordpress.com/,051.239578,
1174,http://neidanitalia.wordpress.com/,347.8701436,
1175,http://nuke.fidas-advs-bologna.org,0516350330,
1176,http://riunite.eu,0516353605,
