codice,"nome associazione",sito,comune,cap,provincia,regione,categoria
23,"Homepage &mdash; E-R Cultura",http://cultura.regione.emilia-romagna.it,Bologna,40127,BO,EMR
27,"Home - La Musica InternaLa Musica Interna | Promozione, Ricerca, Didattica musicale",http://www.lamusicainterna.it,Bologna,40126,BO,EMR
29,"Sito ufficiale della Provincia di Ravenna	",http://www.provincia.ra.it,Ravenna,48121,RA,EMR
31,"Home Page",http://www.corosantospirito.it/,Ferrara,44100,FE,EMR
32,"La homepage del CORO TRE PINI di Padova",http://www.corotrepini.it,Padova,35123,PD,EMR
36,"Aziende e servizi in Emilia-romagna",http://emilia-romagna.1254.it,Ferrara,44121,FE,EMR
38,"Provincia di Reggio Emilia",http://www.provincia.re.it,"Reggio Emilia",42121,RE,EMR
70,"CSI Bologna - Centro Sportivo Italiano Comitato Provinciale di Bologna",http://www.csibologna.it/,Bologna,40132,BO,EMR
71,"Homepage &mdash; E-R Il portale della Regione Emilia-Romagna",http://www.regione.emilia-romagna.it,Bologna,40127,BO,EMR
80,"Aziende e servizi Gambettola",http://gambettola.1254.it,Gambettola,56150,FC,EMR
81,"Homepage &mdash; E-R Istituto per i beni artistici culturali e naturali",http://ibc.regione.emilia-romagna.it,Bologna,40127,BO,EMR
90,Home,http://www.cvpuntamarina.com/,Ravenna,48122,RA,EMR
111,"ISTITUTO PER I BENI ARTISTICI, CULTURALI E NATURALI",http://rivista.ibc.regione.emilia-romagna.it,Bologna,40127,BO,EMR
112,"Homepage &mdash; E-R Scuola",http://scuola.regione.emilia-romagna.it,Bologna,40127,BO,EMR
114,Danzaurbana,http://www.danzaurbana.it,Bologna,40126,BO,EMR
115,"Regione Emilia-Romagna &mdash; E-R Sociale",http://sociale.regione.emilia-romagna.it,Bologna,40127,BO,EMR
125,Assonanza,http://www.assonanza.it,Mirandola,41037,MO,EMR
132,ATER,http://www.ater.emr.it,Modena,41124,MO,EMR
134,Home,http://www.divefun.it/,Dozza,40060,BO,EMR
276,"Informagiovani Ferrara | Home | informagiovani.fe.it",http://www.informagiovani.fe.it,Ferrara,44121,FE,EMR
351,"Associazione Nazionale Maestri di Ballo",http://www.anmb.net,Modena,41126,MO,EMR
395,"Teatro Necessario",http://www.teatronecessario.it/,Colorno,43052,PR,EMR
399,"Teatro Nucleo | Centro Produzione e ricerca teatrale",http://www.teatronucleo.org,Ferrara,44123,FE,EMR
501,"Flauto Magico - Index",http://www.flautomagico.it,Formigine,41043,MO,EMR
526,"Ferrara Musica: Le Ultime NovitA",http://www.ferraramusica.it/,Ferrara,44121,FE,EMR
543,"Emilia Romagna Teatro Fondazione - Modena",http://www.emiliaromagnateatro.com,Modena,41124,MO,EMR
544,"Comune di Rimini",http://www.comune.rimini.it,Rimini,47921,RN,EMR
546,"homepage &mdash; Rete Civica Monet",http://www.comune.modena.it,Modena,41121,MO,EMR
553,"l&#039;Ausilioteca di Bologna: chi siamo | ausilioteca",http://www.ausilioteca.org/,Bologna,40123,BO,EMR
560,"Agenzia Ambiente e Cultura di Bologna",http://agenzia.8m.com/,Monghidoro,40063,BO,EMR
565,"Dal 1972 nel Mondo per Vincere Fame e PovertA - Cefa Onlus",http://www.cefaonlus.it,Bologna,40122,BO,EMR
567,"Accaparlante e Centro Documentazione Handicap",http://www.accaparlante.it/,Bologna,40127,BO,EMR
570,"*** BENVENUTI IN ASSOCIAZIONE AIP ***",http://www.associazioneaip.org,Bologna,40121,BO,EMR
576,"AIAS Bologna Onlus",http://www.aiasbo.it/,Bologna,40139,BO,EMR
577,"Associazione Astrofili Imolesi",http://www.astrofiliimolesi.it/,Imola,40026,BO,EMR
578,"il martin pescatore - Home",http://www.ilmartinpescatore.org,Argelato,40050,BO,EMR
581,"EMI Editrice Missionaria Italiana, vendita libri online, ebook, libri religiosi, libri missionari, e",http://www.emi.it,Bologna,40128,BO,EMR
583,"Cooperativa Sociale SocietA Dolce |",http://www.societadolce.it/,Bologna,40133,BO,EMR
584,"AIFO - Oltre la lebbra, per i diritti degli ultimi. Dal 1961. - AIFO",http://www.aifo.it/,Bologna,40135,BO,EMR
585,"SOGNAMONDO - Vacanze naturali alternative con cucina biologica",http://www.sognamondo.it,"Casalecchio di Reno",40033,BO,EMR
586,"Cooperativa sociale AAncora",http://www.ancoraservizi.it,Bologna,40127,BO,EMR
587,"ASSOCIAZIONE NAZIONALE PUBBLICHE ASSISTENZE - Comitato Regionale Emilia-Romagna",http://www.anpasemiliaromagna.org/,Bologna,40131,BO,EMR
590,asat,http://www.casagianni.net/Casa_Gianni/ASAT.html,Bologna,40139,BO,EMR
591,"Cooperativa Quinto Angolo - Cooperativa Quinto angolo",http://cooperativaquintoangolo.jimdo.com/,Bologna,40124,BO,EMR
592,Home,http://energym.info/site/,Bologna,40138,BO,EMR
593,"Manutenzione e Gestione Verde Pubblico e Privato in Bologna e provincia",http://ilbaobab.com/,Bologna,40132,BO,EMR
594,"Global Aid | Working for better health",http://www.globalaid.it,"Granarolo dell'Emilia",40057,BO,EMR
597,"Home Page - Cim - Cooperativa di solidarietA sociale",http://www.cimcoop.it/,Bologna,40132,BO,EMR
598,"Cooperativa Sociale ‚AAIl Pellicano‚AA - Home page",http://www.coopilpellicano.org,Bologna,40138,BO,EMR
599,"Teatro dell&#039;Argine",http://teatrodellargine.org/,"San Lazzaro di Savena",40068,BO,EMR
600,".:coop LA STRADA:.",http://www.cooplastrada.it/,Bologna,40129,BO,EMR
601,"il Mosaico Cooperativa Sociale e Culturale",http://www.ilmosaicocooperativa.com/,Mordano,56512,BO,EMR
602,"SIC - Consorzio di Iniziative Sociali",http://www.consorziosic.it/,Bologna,40138,BO,EMR
603,"Abantu - Cooperativa sociale",http://www.coopabantu.it/,"Sasso Marconi",40037,BO,EMR
604,"Cooperativa Sociale Oasis",http://www.coopoasis.com/,Bologna,40121,BO,EMR
605,"Istituto Ramazzini - Centro di Ricerca Sul Cancro e le Malattie Ambientali",http://www.ramazzini.org/,Bologna,40138,BO,EMR
606,altercoop,http://www.altercoop.it/,Bologna,40138,BO,EMR
609,Home,http://www.scoiattolo.org/,"Sasso Marconi",40037,BO,EMR
610,"Cooperativa Sociale Anima",http://www.coopsocialeanima.it/,"Sala Bolognese",40010,BO,EMR
611,"Documento senza titolo",http://www.seacoop.coop,Imola,40026,BO,EMR
612,"In Formazione - organizzazione corsi, crescita personale, progetti formativi, cultura e benessere a ",http://www.in-formazione.org/,Medicina,40059,BO,EMR
613,"Sollievo - SocietA Cooperativa Sociale - Homepage",http://www.coopsollievo.it/,Bologna,40138,BO,EMR
614,"Cooperativa sociale AAncora",http://www.ancoraservizi.it/,Bologna,40127,BO,EMR
615,Home,http://www.coopada.it/,Bologna,40122,BO,EMR
616,Home,http://www.copaps.it/,"Sasso Marconi",40037,BO,EMR
617,Home,http://www.coopagriverde.it,"San Lazzaro di Savena",40068,BO,EMR
